Code,CDISC_Submission_Value,Codelist_Name,Codelist_Extensible,Assigned_Category,Confidence,Note
C138243,PQL16TC,Pediatric Quality of Life Neuromuscular Module Acute Version 3 Young Child Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C138242,PQL16TN,Pediatric Quality of Life Neuromuscular Module Acute Version 3 Young Child Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C138249,PQL06TC,Pediatric Quality of Life Neuromuscular Module Version 3 Child Parent Report Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C138248,PQL06TN,Pediatric Quality of Life Neuromuscular Module Version 3 Child Parent Report Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C138245,PQL05TC,Pediatric Quality of Life Neuromuscular Module Version 3 Child Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C138244,PQL05TN,Pediatric Quality of Life Neuromuscular Module Version 3 Child Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C138251,PQL04TC,Pediatric Quality of Life Neuromuscular Module Version 3 Teen Parent Report Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C138250,PQL04TN,Pediatric Quality of Life Neuromuscular Module Version 3 Teen Parent Report Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C138257,PQL03TC,Pediatric Quality of Life Neuromuscular Module Version 3 Teen Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C138256,PQL03TN,Pediatric Quality of Life Neuromuscular Module Version 3 Teen Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C138247,PQL09TC,Pediatric Quality of Life Neuromuscular Module Version 3 Toddler Parent Report Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C138246,PQL09TN,Pediatric Quality of Life Neuromuscular Module Version 3 Toddler Parent Report Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C138253,PQL02TC,Pediatric Quality of Life Neuromuscular Module Version 3 Young Adult Parent Report Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C138252,PQL02TN,Pediatric Quality of Life Neuromuscular Module Version 3 Young Adult Parent Report Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C138259,PQL01TC,Pediatric Quality of Life Neuromuscular Module Version 3 Young Adult Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C138258,PQL01TN,Pediatric Quality of Life Neuromuscular Module Version 3 Young Adult Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C138255,PQL08TC,Pediatric Quality of Life Neuromuscular Module Version 3 Young Child Parent Report Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C138254,PQL08TN,Pediatric Quality of Life Neuromuscular Module Version 3 Young Child Parent Report Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C138261,PQL07TC,Pediatric Quality of Life Neuromuscular Module Version 3 Young Child Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C138260,PQL07TN,Pediatric Quality of Life Neuromuscular Module Version 3 Young Child Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C204222,PSECD1TC,Penn State Electronic Cigarette Dependence Index Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C204221,PSECD1TN,Penn State Electronic Cigarette Dependence Index Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C138217,PUL01TC,Performance of the Upper Limb Module for DMD Version 1.2 Functional Test Test Code,No,INSTRUMENT_TC_TN,HIGH,
C138216,PUL01TN,Performance of the Upper Limb Module for DMD Version 1.2 Functional Test Test Name,No,INSTRUMENT_TC_TN,HIGH,
C138219,PUL02TC,Performance of the Upper Limb Module for DMD Version 2.0 Functional Test Test Code,No,INSTRUMENT_TC_TN,HIGH,
C138218,PUL02TN,Performance of the Upper Limb Module for DMD Version 2.0 Functional Test Test Name,No,INSTRUMENT_TC_TN,HIGH,
C204220,PDAI01TC,Perianal Crohn's Disease Activity Index Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C204219,PDAI01TN,Perianal Crohn's Disease Activity Index Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C95121,PHSPRPCD,Physical Properties Test Code,Yes,MEASUREMENT_TEST_CODE,HIGH,
C95120,PHSPRP,Physical Properties Test Name,Yes,MEASUREMENT_TEST_CODE,HIGH,
C172330,PKANMET,PK Analytical Method,Yes,MEASUREMENT_TEST_CODE,HIGH,
C85493,PKPARM,PK Parameters,Yes,MEASUREMENT_TEST_CODE,HIGH,
C85839,PKPARMCD,PK Parameters Code,Yes,MEASUREMENT_TEST_CODE,HIGH,
C85494,PKUNIT,PK Units of Measure,Yes,UNIT,HIGH,
C128685,PKUDMG,PK Units of Measure - Dose mg,Yes,UNIT,HIGH,
C128686,PKUDUG,PK Units of Measure - Dose ug,Yes,UNIT,HIGH,
C128684,PKUWG,PK Units of Measure - Weight g,Yes,UNIT,HIGH,
C128683,PKUWKG,PK Units of Measure - Weight kg,Yes,UNIT,HIGH,
C99075,PORTOT,Portion/Totality,Yes,REFERENCE_VOCABULARY,HIGH,
C71148,POSITION,Position,Yes,REFERENCE_VOCABULARY,HIGH,
C124686,PANSS1TC,Positive and Negative Syndrome Scale Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C124685,PANSS1TN,Positive and Negative Syndrome Scale Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C102582,PRITBCON,Priority of Tuberculosis Contact,Yes,ADMINISTRATION_LOGISTICS,HIGH,
C101858,PROCEDUR,Procedure,Yes,REFERENCE_VOCABULARY,HIGH,
C101856,PRURGNCY,Procedure Urgency Status,No,RESULT_VALUE_SET,HIGH,
C202144,PA136TC,PROMIS Item Bank v1.0 - Fatigue - Short Form 7a Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C202143,PA136TN,PROMIS Item Bank v1.0 - Fatigue - Short Form 7a Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C208376,PA215TC,PROMIS Item Bank v1.0 - Sleep Disturbance - Short Form 4a Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C208375,PA215TN,PROMIS Item Bank v1.0 - Sleep Disturbance - Short Form 4a Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C208374,PA020TC,PROMIS Item Bank v2.0 - Cognitive Function - Abilities Subset - Short Form 6a Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C208373,PA020TN,PROMIS Item Bank v2.0 - Cognitive Function - Abilities Subset - Short Form 6a Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C202142,PA016TC,PROMIS Item Bank v2.0 - Cognitive Function - Short Form 6a Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C202141,PA016TN,PROMIS Item Bank v2.0 - Cognitive Function - Short Form 6a Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C208378,PA261TC,PROMIS-29 Profile v2.1 Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C208377,PA261TN,PROMIS-29 Profile v2.1 Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C114118,PROTMLST,Protocol Milestone,Yes,TRIAL_DESIGN,HIGH,
C101848,RSKASMT,Protocol Risk Assessment Response,No,RESULT_VALUE_SET,HIGH,
C190938,PASI05TC,Psoriasis Area and Severity Index Version Bozek Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C190937,PASI05TN,Psoriasis Area and Severity Index Version Bozek Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C190936,PASI04TC,Psoriasis Area and Severity Index Version EMA Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C190935,PASI04TN,Psoriasis Area and Severity Index Version EMA Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C179936,PASI02TC,Psoriasis Area and Severity Index Version Feldman Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C179935,PASI02TN,Psoriasis Area and Severity Index Version Feldman Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C190934,PASI03TC,Psoriasis Area and Severity Index Version Fredriksson Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C190933,PASI03TN,Psoriasis Area and Severity Index Version Fredriksson Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C170447,PSFATSCD,Psoriasis Findings About Test Code,Yes,MEASUREMENT_TEST_CODE,HIGH,
C170446,PSFATS,Psoriasis Findings About Test Name,Yes,MEASUREMENT_TEST_CODE,HIGH,
C158113,QRSMTHOD,QRS Method,Yes,MEASUREMENT_TEST_CODE,MEDIUM,Methodological qualifier used across measurement domains; not a test code per se but same consumer behavior
C130267,QLES2TC,Quality Of Life Enjoyment And Satisfaction Questionnaire - Short Form Test Code,No,INSTRUMENT_TC_TN,HIGH,
C130266,QLES2TN,Quality Of Life Enjoyment And Satisfaction Questionnaire - Short Form Test Name,No,INSTRUMENT_TC_TN,HIGH,
C130265,QLES1TC,Quality Of Life Enjoyment And Satisfaction Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C130264,QLES1TN,Quality Of Life Enjoyment And Satisfaction Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C174052,IBDQ01TC,Quality of Life in Inflammatory Bowel Disease Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C174051,IBDQ01TN,Quality of Life in Inflammatory Bowel Disease Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C199497,QSUB01TC,Questionnaire on Smoking Urges-Brief Test Code,No,INSTRUMENT_TC_TN,HIGH,
C199496,QSUB01TN,Questionnaire on Smoking Urges-Brief Test Name,No,INSTRUMENT_TC_TN,HIGH,
C130249,QIDSC1TC,Quick Inventory of Depressive Symptomatology Clinician-Rated Version Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C130248,QIDSC1TN,Quick Inventory of Depressive Symptomatology Clinician-Rated Version Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C130263,QIDSR1TC,Quick Inventory of Depressive Symptomatology Self-Report Version Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C130262,QIDSR1TN,Quick Inventory of Depressive Symptomatology Self-Report Version Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C74457,RACE,Race,No,SUBJECT_CHARACTERISTIC,HIGH,
C128689,RACEC,Race As Collected,Yes,SUBJECT_CHARACTERISTIC,HIGH,
C113862,R3601TC,RAND 36-Item Health Survey 1.0 Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C113861,R3601TN,RAND 36-Item Health Survey 1.0 Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C135700,RSSS01TC,RAND Social Support Survey Instrument Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C135699,RSSS01TN,RAND Social Support Survey Instrument Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C101864,CSLVLNIM,Reason CS/LV Lead Not Implanted,No,RESULT_VALUE_SET,MEDIUM,"Domain-specific enumeration caught by pattern, not name-suffix"
C102584,REASTRT,Reason For Treatment,Yes,ADMINISTRATION_LOGISTICS,HIGH,
C102583,REASTINT,Reason for Treatment Interruption,Yes,ADMINISTRATION_LOGISTICS,HIGH,
C78736,NRIND,Reference Range Indicator,Yes,RESULT_VALUE_SET,MEDIUM,Extensible result value set — open-ended response taxonomy
C66728,STENRF,Relation to Reference Period,No,ADMINISTRATION_LOGISTICS,HIGH,
C100130,RELSUB,Relationship to Subject,Yes,SUBJECT_CHARACTERISTIC,HIGH,
C78737,RELTYPE,Relationship Type,No,RESULT_VALUE_SET,HIGH,
C106479,RPTESTCD,Reproductive System Findings Test Code,Yes,MEASUREMENT_TEST_CODE,HIGH,
C106478,RPTEST,Reproductive System Findings Test Name,Yes,MEASUREMENT_TEST_CODE,HIGH,
C111106,RETESTCD,Respiratory Test Code,Yes,MEASUREMENT_TEST_CODE,HIGH,
C111107,RETEST,Respiratory Test Name,Yes,MEASUREMENT_TEST_CODE,HIGH,
C177910,RSLSCLRS,Result Scale Response,Yes,RESULT_VALUE_SET,MEDIUM,Extensible result value set — open-ended response taxonomy
C179588,RESTYPRS,Result Type Response,Yes,RESULT_VALUE_SET,MEDIUM,Extensible result value set — open-ended response taxonomy
C103465,FIQR01TC,Revised Fibromyalgia Impact Questionnaire Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C103464,FIQR01TN,Revised Fibromyalgia Impact Questionnaire Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C123655,AVL02TC,Rey Auditory Verbal Learning Test Functional Test Test Code,No,INSTRUMENT_TC_TN,HIGH,
C123654,AVL02TN,Rey Auditory Verbal Learning Test Functional Test Test Name,No,INSTRUMENT_TC_TN,HIGH,
C124672,RCVD01TC,Reynolds Cardiovascular Disease 10-Year Risk Score Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C124671,RCVD01TN,Reynolds Cardiovascular Disease 10-Year Risk Score Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C171409,RASS01TC,Richmond Agitation-Sedation Scale Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C171408,RASS01TN,Richmond Agitation-Sedation Scale Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C171413,SAS01TC,Riker Sedation-Agitation Scale Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C171412,SAS01TN,Riker Sedation-Agitation Scale Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C141659,RISEF1TC,Rising From Floor Functional Test Test Code,No,INSTRUMENT_TC_TN,HIGH,
C141658,RISEF1TN,Rising From Floor Functional Test Test Name,No,INSTRUMENT_TC_TN,HIGH,
C119072,RPQ01TC,Rivermead Post Concussion Symptoms Questionnaire Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C119071,RPQ01TN,Rivermead Post Concussion Symptoms Questionnaire Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C166190,ROCK01TC,Rockport One Mile Walk Test Version 1.0 Functional Test Test Code,No,INSTRUMENT_TC_TN,HIGH,
C166189,ROCK01TN,Rockport One Mile Walk Test Version 1.0 Functional Test Test Name,No,INSTRUMENT_TC_TN,HIGH,
C100166,RDQ01TC,Roland Morris Disability Questionnaire Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C100165,RDQ01TN,Roland Morris Disability Questionnaire Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C66729,ROUTE,Route of Administration Response,Yes,RESULT_VALUE_SET,MEDIUM,Extensible result value set — open-ended response taxonomy
C190903,RUTG0101OR,Rutgeerts Score Clinical Classification ORRES for RUTG0101 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C190904,RUTG0101STR,Rutgeerts Score Clinical Classification STRESC for RUTG0101 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C190932,RUTG01TC,Rutgeerts Score Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C190931,RUTG01TN,Rutgeerts Score Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C115408,SWLS01TC,Satisfaction With Life Scale Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C115407,SWLS01TN,Satisfaction With Life Scale Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C124302,SZFATSCD,Schizophrenia Findings About Test Code,Yes,MEASUREMENT_TEST_CODE,HIGH,
C124303,SZFATS,Schizophrenia Findings About Test Name,Yes,MEASUREMENT_TEST_CODE,HIGH,
C100160,SOAPR1TC,Screener and Opioid Assessment for Patients with Pain - Revised Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C100159,SOAPR1TN,Screener and Opioid Assessment for Patients with Pain - Revised Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C116108,DTHDXCD,SDTM Death Diagnosis and Details Test Code,Yes,MEASUREMENT_TEST_CODE,HIGH,
C116107,DTHDX,SDTM Death Diagnosis and Details Test Name,Yes,MEASUREMENT_TEST_CODE,HIGH,
C66734,DOMAIN,SDTM Domain Abbreviation,Yes,MEASUREMENT_TEST_CODE,MEDIUM,Methodological qualifier used across measurement domains; not a test code per se but same consumer behavior
C132263,MITSCD,SDTM Microscopic Findings Test Code,Yes,MEASUREMENT_TEST_CODE,HIGH,
C132262,MITS,SDTM Microscopic Findings Test Name,Yes,MEASUREMENT_TEST_CODE,HIGH,
C160923,SDTMVRS,SDTM Version Response,Yes,RESULT_VALUE_SET,MEDIUM,Extensible result value set — open-ended response taxonomy
C189266,SDTMDVRS,SDTMIG Medical Device Version Response,Yes,RESULT_VALUE_SET,MEDIUM,Extensible result value set — open-ended response taxonomy
C160924,SDTMIGRS,SDTMIG Version Response,Yes,RESULT_VALUE_SET,MEDIUM,Extensible result value set — open-ended response taxonomy
C204225,SOFA0101OR,Sepsis-related Organ Failure Assessment 27MAR2024 Clinical Classification ORRES for SOFA0101 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C204227,SOFA0102OR,Sepsis-related Organ Failure Assessment 27MAR2024 Clinical Classification ORRES for SOFA0102 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C204229,SOFA0103OR,Sepsis-related Organ Failure Assessment 27MAR2024 Clinical Classification ORRES for SOFA0103 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C204231,SOFA0104OR,Sepsis-related Organ Failure Assessment 27MAR2024 Clinical Classification ORRES for SOFA0104 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C204233,SOFA0105OR,Sepsis-related Organ Failure Assessment 27MAR2024 Clinical Classification ORRES for SOFA0105 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C204235,SOFA0106OR,Sepsis-related Organ Failure Assessment 27MAR2024 Clinical Classification ORRES for SOFA0106 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C204226,SOFA0101STR,Sepsis-related Organ Failure Assessment 27MAR2024 Clinical Classification STRESC for SOFA0101 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C204228,SOFA0102STR,Sepsis-related Organ Failure Assessment 27MAR2024 Clinical Classification STRESC for SOFA0102 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C204230,SOFA0103STR,Sepsis-related Organ Failure Assessment 27MAR2024 Clinical Classification STRESC for SOFA0103 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C204232,SOFA0104STR,Sepsis-related Organ Failure Assessment 27MAR2024 Clinical Classification STRESC for SOFA0104 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C204234,SOFA0105STR,Sepsis-related Organ Failure Assessment 27MAR2024 Clinical Classification STRESC for SOFA0105 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C204236,SOFA0106STR,Sepsis-related Organ Failure Assessment 27MAR2024 Clinical Classification STRESC for SOFA0106 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C204224,SOFA01TC,Sepsis-related Organ Failure Assessment 27MAR2024 Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C204223,SOFA01TN,Sepsis-related Organ Failure Assessment 27MAR2024 Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C165643,SEVRS,Severity Response,Yes,RESULT_VALUE_SET,MEDIUM,Extensible result value set — open-ended response taxonomy
C66769,AESEV,Severity/Intensity Scale for Adverse Events,No,RESULT_VALUE_SET,MEDIUM,"Domain-specific enumeration caught by pattern, not name-suffix"
C66731,SEX,Sex,No,SUBJECT_CHARACTERISTIC,HIGH,
C209287,SEXABRTH,Sex Assigned At Birth Response,Yes,RESULT_VALUE_SET,MEDIUM,Extensible result value set — open-ended response taxonomy
C66732,SEXPOP,Sex of Participants Response,No,RESULT_VALUE_SET,HIGH,
C209290,SEXORIRS,Sexual Orientation Response,Yes,RESULT_VALUE_SET,MEDIUM,Extensible result value set — open-ended response taxonomy
C185740,SF6D2TC,"SF-6Dv2 Health Utility Survey Acute, English Version 2.0 Questionnaire Test Code",No,INSTRUMENT_TC_TN,HIGH,
C185739,SF6D2TN,"SF-6Dv2 Health Utility Survey Acute, English Version 2.0 Questionnaire Test Name",No,INSTRUMENT_TC_TN,HIGH,
C185742,SF6D1TC,"SF-6Dv2 Health Utility Survey Standard, English Version 2.0 Questionnaire Test Code",No,INSTRUMENT_TC_TN,HIGH,
C185741,SF6D1TN,"SF-6Dv2 Health Utility Survey Standard, English Version 2.0 Questionnaire Test Name",No,INSTRUMENT_TC_TN,HIGH,
C111350,SDS01TC,Sheehan Disability Scale Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C111349,SDS01TN,Sheehan Disability Scale Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C177710,SF102TC,"Short Form 10 Health Survey for Children Acute, US Version 1.0 Questionnaire Test Code",No,INSTRUMENT_TC_TN,HIGH,
C177709,SF102TN,"Short Form 10 Health Survey for Children Acute, US Version 1.0 Questionnaire Test Name",No,INSTRUMENT_TC_TN,HIGH,
C177712,SF101TC,"Short Form 10 Health Survey for Children Standard, US Version 1.0 Questionnaire Test Code",No,INSTRUMENT_TC_TN,HIGH,
C177711,SF101TN,"Short Form 10 Health Survey for Children Standard, US Version 1.0 Questionnaire Test Name",No,INSTRUMENT_TC_TN,HIGH,
C177714,SF122TC,"Short Form 12 Health Survey Acute, US Version 1.0 Questionnaire Test Code",No,INSTRUMENT_TC_TN,HIGH,
C177713,SF122TN,"Short Form 12 Health Survey Acute, US Version 1.0 Questionnaire Test Name",No,INSTRUMENT_TC_TN,HIGH,
C177718,SF124TC,"Short Form 12 Health Survey Acute, US Version 2.0 Questionnaire Test Code",No,INSTRUMENT_TC_TN,HIGH,
C177717,SF124TN,"Short Form 12 Health Survey Acute, US Version 2.0 Questionnaire Test Name",No,INSTRUMENT_TC_TN,HIGH,
C177716,SF121TC,"Short Form 12 Health Survey Standard, US Version 1.0 Questionnaire Test Code",No,INSTRUMENT_TC_TN,HIGH,
C177715,SF121TN,"Short Form 12 Health Survey Standard, US Version 1.0 Questionnaire Test Name",No,INSTRUMENT_TC_TN,HIGH,
C177720,SF123TC,"Short Form 12 Health Survey Standard, US Version 2.0 Questionnaire Test Code",No,INSTRUMENT_TC_TN,HIGH,
C177719,SF123TN,"Short Form 12 Health Survey Standard, US Version 2.0 Questionnaire Test Name",No,INSTRUMENT_TC_TN,HIGH,
C177706,SF82TC,"Short Form 8 Health Survey Acute, US Version 1.0 Questionnaire Test Code",No,INSTRUMENT_TC_TN,HIGH,
C177705,SF82TN,"Short Form 8 Health Survey Acute, US Version 1.0 Questionnaire Test Name",No,INSTRUMENT_TC_TN,HIGH,
C177708,SF81TC,"Short Form 8 Health Survey Standard, US Version 1.0 Questionnaire Test Code",No,INSTRUMENT_TC_TN,HIGH,
C177707,SF81TN,"Short Form 8 Health Survey Standard, US Version 1.0 Questionnaire Test Name",No,INSTRUMENT_TC_TN,HIGH,
C170527,SPPB1TC,Short Physical Performance Battery Version 1.2 Functional Test Test Code,No,INSTRUMENT_TC_TN,HIGH,
C170526,SPPB1TN,Short Physical Performance Battery Version 1.2 Functional Test Test Name,No,INSTRUMENT_TC_TN,HIGH,
C100156,SFMP2TC,Short-Form McGill Pain Questionnaire-2 Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C100155,SFMP2TN,Short-Form McGill Pain Questionnaire-2 Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C176051,SES01TC,Simple Endoscopic Score for Crohn's Disease Version 1 Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C176050,SES01TN,Simple Endoscopic Score for Crohn's Disease Version 1 Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C66733,SIZE,Size Response,Yes,RESULT_VALUE_SET,MEDIUM,Extensible result value set — open-ended response taxonomy
C112024,SRTESTCD,Skin Response Test Code,Yes,MEASUREMENT_TEST_CODE,HIGH,
C112023,SRTEST,Skin Response Test Name,Yes,MEASUREMENT_TEST_CODE,HIGH,
C74561,SKINTYP,Skin Type Response,Yes,RESULT_VALUE_SET,MEDIUM,Extensible result value set — open-ended response taxonomy
C102587,RISKSOC,Social Risk Factor,Yes,RESULT_VALUE_SET,MEDIUM,"Domain-specific enumeration caught by pattern, not name-suffix"
C132314,CLMETH,Specimen Collection Method,Yes,REFERENCE_VOCABULARY,HIGH,
C78733,SPECCOND,Specimen Condition,Yes,REFERENCE_VOCABULARY,HIGH,
C78734,SPECTYPE,Specimen Type,Yes,RESULT_VALUE_SET,MEDIUM,Extensible result value set — open-ended response taxonomy
C106671,SGRQC1TC,St. George's Respiratory Questionnaire for COPD Patients Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C106670,SGRQC1TN,St. George's Respiratory Questionnaire for COPD Patients Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C112449,SGRQ01TC,St. George's Respiratory Questionnaire Past 3 Months Version Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C112448,SGRQ01TN,St. George's Respiratory Questionnaire Past 3 Months Version Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C112451,SGRQ02TC,St. George's Respiratory Questionnaire Past 4 Weeks Version Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C112450,SGRQ02TN,St. George's Respiratory Questionnaire Past 4 Weeks Version Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C187462,SSS0101OR,Stanford Sleepiness Scale Questionnaire ORRES for SSS0101 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C187463,SSS0101STR,Stanford Sleepiness Scale Questionnaire STRESC for SSS0101 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C187454,SSS01TC,Stanford Sleepiness Scale Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C187453,SSS01TN,Stanford Sleepiness Scale Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C119080,STCG01TC,Stent Thrombosis Coronary ARC Grade Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C119079,STCG01TN,Stent Thrombosis Coronary ARC Grade Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C119020,STCARCRS,"Stent Thrombosis, Coronary ARC Grade Responses",No,RESULT_VALUE_SET,HIGH,
C119019,STCTIMRS,"Stent Thrombosis, Coronary, ARC Timing Responses",No,RESULT_VALUE_SET,HIGH,
C99077,STYPE,Study Type Response,No,RESULT_VALUE_SET,HIGH,
C170443,DSSCAT,Subcategory for Disposition Event,Yes,DOMAIN_GROUPING,HIGH,
C74559,SCTESTCD,Subject Characteristic Test Code,Yes,MEASUREMENT_TEST_CODE,HIGH,
C103330,SCTEST,Subject Characteristic Test Name,Yes,MEASUREMENT_TEST_CODE,HIGH,
C124304,SSTATRS,Subject Status Response,Yes,RESULT_VALUE_SET,MEDIUM,Extensible result value set — open-ended response taxonomy
C124305,SSTESTCD,Subject Status Test Code,Yes,MEASUREMENT_TEST_CODE,HIGH,
C124306,SSTEST,Subject Status Test Name,Yes,MEASUREMENT_TEST_CODE,HIGH,
C101828,SOWSA1TC,Subjective Opiate Withdrawal Scale Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C101829,SOWSA1TN,Subjective Opiate Withdrawal Scale Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
